#
# unknown PARAMETER set 
#
#
# TimeSeriesTable of series:
#
# TSCO.L_Close [261,261] Werte
# BP.L_Close [261,261] Werte
# BG.L_Close [261,261] Werte
# MGGT.L_Close [261,261] Werte
# AGK.L_Close [261,261] Werte
# RIO.L_Close [261,261] Werte
# SBRY.L_Close [261,261] Werte
# TLW.L_Close [259,259] Werte
# VOD.L_Close [261,261] Werte
# SVT.L_Close [261,261] Werte
# BLT.L_Close [261,261] Werte
# REX.L_Close [261,261] Werte
# MKS.L_Close [261,261] Werte
# ANTO.L_Close [261,261] Werte
# AZN.L_Close [261,261] Werte
# UU.L_Close [261,261] Werte
# SSE.L_Close [261,261] Werte
# BA.L_Close [259,259] Werte
# AAL.L_Close [160,160] Werte
# MRW.L_Close [261,261] Werte
# NG.L_Close [261,261] Werte
# BT-A.L_Close [261,261] Werte
# CNA.L_Close [261,261] Werte
#
#
Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	
918460800000.0000	182.2500	894.5000	141.8800	126.2170	194.0000	652.6230	332.5460	54.0000	612.2170	566.5900	252.0000	167.0580	293.7260	170.0000	2555.5300	788.0000	607.5000	463.7500	-5.0000	317.0000	381.6020	935.0000	84.4210	
921571200000.0000	159.7500	969.5000	139.5280	150.0170	217.5000	729.8640	302.8270	57.0000	636.6700	508.0840	295.0000	192.0050	319.1350	179.0000	2396.4800	747.6000	528.5000	404.0000	-5.0000	275.5000	322.9840	1039.0000	81.8800	
937378800000.0000	190.2500	1144.0000	147.8570	146.4470	291.0000	888.4760	370.2900	81.0000	717.7110	559.8160	497.5980	239.6710	296.3680	389.0000	2364.2800	695.7000	582.5000	465.0000	-5.0000	152.0000	328.8060	889.0000	134.1290	
932972400000.0000	163.2500	1184.0000	142.1730	139.3670	225.5000	895.4980	316.7100	72.0000	740.4600	571.8250	531.9990	279.7650	310.3940	339.0000	2188.6400	802.0000	595.0000	367.5000	-5.0000	155.5000	328.6130	1051.0000	107.5130	
925455600000.0000	184.7500	1179.0000	136.6870	143.8870	221.0000	896.7370	342.7410	55.0000	651.1730	503.4640	421.9990	216.0610	345.1540	297.5000	2374.0400	701.7000	583.5000	450.0000	-5.0000	318.0000	334.0480	1044.0000	91.6810	
940316400000.0000	188.5000	556.0000	131.2000	121.1070	282.5000	831.8880	326.6890	65.0000	155.5420	552.1180	512.0000	222.7430	243.3150	406.0000	2750.6800	604.9000	569.5000	401.2500	-5.0000	136.7500	345.6940	986.0000	140.5010	
924159600000.0000	167.2500	1072.5000	141.2920	126.9380	210.5000	829.4090	325.3880	54.0000	667.6660	517.6290	374.9990	208.4870	359.1790	234.0000	2585.7800	737.1000	565.0000	503.5000	-5.0000	296.0000	341.6170	1084.0000	80.5740	
939020400000.0000	187.0000	577.5000	138.8430	137.5040	280.5000	861.6270	325.1710	73.0000	158.9540	560.4320	508.9990	229.8700	259.3730	398.0000	2487.2300	666.7000	579.5000	422.2500	-5.0000	149.0000	335.6000	920.0000	129.2890	
915696000000.0000	169.7500	921.0000	152.0700	102.4160	181.5000	587.3610	402.6130	49.0000	611.6480	589.9920	240.0000	147.9020	334.5840	186.5000	2698.9700	798.5000	618.0000	408.5000	-5.0000	289.0000	392.8600	990.0000	85.6550	
945417600000.0000	179.2500	643.5000	154.6400	121.4800	357.5000	1205.2900	285.4730	104.0000	177.0400	363.9720	754.5990	231.6530	230.1020	428.5000	2486.2500	634.8000	516.0000	448.0000	-5.0000	121.5000	365.2970	1381.5000	143.5650	
942307200000.0000	183.0000	614.0000	130.9060	109.5560	327.5000	900.4540	303.6950	71.0000	180.4520	532.7180	554.9990	219.1790	218.1100	468.0000	2855.0900	577.4000	552.5000	419.5000	-5.0000	133.5000	390.7240	1254.0000	139.2910	
931503600000.0000	167.7500	1220.0000	158.8310	149.8010	222.0000	961.5860	360.7470	88.0000	762.0710	613.7030	479.0000	247.2450	321.3710	298.0000	2345.7400	870.9000	649.0000	428.5000	-5.0000	149.0000	340.8410	1107.0000	121.7890	
923040000000.0000	166.0000	1009.5000	144.4280	130.9050	214.5000	708.3850	333.8480	51.0000	672.2150	528.4070	300.6000	182.2040	329.7050	254.0000	2963.4000	745.1000	561.5000	411.0000	-5.0000	310.0000	363.3560	1028.0000	81.8800	
927097200000.0000	182.0000	1100.0000	141.6840	133.7900	211.5000	830.6480	356.1910	61.0000	694.9640	568.7460	392.0000	224.9700	327.6720	300.0000	2371.1100	706.7000	584.5000	444.5000	-5.0000	329.5000	327.4490	1096.0000	101.6250	
930207600000.0000	167.7500	1162.0000	152.8540	157.2530	222.0000	832.3010	333.4140	67.0000	723.3980	580.4470	410.9990	222.7430	288.8470	286.0000	2453.0700	739.1000	625.0000	395.0000	-5.0000	137.5000	339.6760	1123.0000	110.9010	
918633600000.0000	181.5000	866.0000	138.6460	121.8890	191.5000	669.9710	322.5680	53.0000	605.1070	570.9010	268.0000	159.0380	296.5720	169.0000	2492.1000	810.5000	621.0000	480.0000	-5.0000	329.0000	384.1250	908.0000	85.1470	
921744000000.0000	159.0000	1028.0000	138.5480	141.0020	216.0000	703.8410	302.6100	54.0000	609.3720	500.6930	283.6000	190.2220	308.1580	187.5000	2536.0100	725.6000	543.0000	439.2500	-5.0000	298.5000	334.8230	974.0000	79.4850	
925801200000.0000	193.0000	1175.5000	140.4100	144.2480	219.5000	874.0190	350.5500	57.0000	631.2670	515.7820	401.5990	216.0610	340.0710	301.5000	2360.3800	735.1000	582.5000	437.0000	-5.0000	313.5000	343.1700	1031.0000	92.1890	
937551600000.0000	189.0000	1110.0000	148.5430	145.7020	285.0000	843.0400	358.1440	80.0000	712.5930	568.7460	499.9990	255.7090	287.6280	389.0000	2439.4100	704.2000	578.0000	358.7500	-5.0000	163.5000	340.6460	948.0000	135.9040	
917337600000.0000	177.2500	857.0000	148.3470	100.2520	184.5000	592.3170	371.3750	65.0000	659.4190	581.9860	228.0000	160.8210	283.7660	158.5000	2802.4000	779.5000	621.5000	403.2500	-5.0000	300.0000	395.5770	943.5000	89.1400	
943948800000.0000	169.5000	638.0000	129.1420	122.2250	343.5000	1016.1100	268.5530	90.0000	167.9400	484.0650	605.9980	222.0300	204.4910	421.5000	2730.1900	583.9000	463.0000	419.0000	-5.0000	128.0000	373.8390	1258.5000	150.0180	
933145200000.0000	161.7500	1186.0000	143.8400	135.2680	216.5000	934.3250	329.0750	75.0000	746.7160	563.2030	540.9980	279.3200	309.9880	334.0000	2323.3000	798.5000	585.5000	343.0000	-5.0000	156.0000	318.9070	1130.0000	112.7560	
928738800000.0000	187.2500	1135.0000	145.9950	133.7900	217.5000	789.3430	343.6090	64.0000	729.0850	602.3100	384.9990	217.3970	306.5320	265.0000	2394.5300	796.5000	631.0000	395.5000	-5.0000	168.0000	347.2460	1099.0000	104.8510	
940489200000.0000	184.2500	575.0000	130.5140	117.7540	291.0000	800.4960	312.3710	56.0000	154.0070	542.8800	509.9990	228.3560	235.7930	415.0000	2751.6600	613.3000	559.5000	405.5000	-5.0000	137.0000	349.3810	1013.0000	137.7580	
920275200000.0000	168.7500	862.5000	140.5080	121.5290	198.0000	660.8840	313.6740	71.0000	635.2500	551.8100	268.9990	175.5220	334.3800	175.0000	2469.6600	776.0000	582.0000	454.2500	-5.0000	305.5000	346.2750	1063.0000	85.2920	
939193200000.0000	187.0000	558.0000	140.3120	137.5040	276.5000	920.2810	330.5930	79.0000	160.9450	574.2880	540.9980	230.7620	258.5600	398.5000	2606.2700	669.7000	577.0000	433.7500	-5.0000	149.5000	337.1520	956.5000	128.4020	
936082800000.0000	184.2500	1155.0000	146.6820	157.9990	270.0000	925.2380	372.2430	67.0000	713.1620	557.3520	506.6000	261.5000	337.8350	356.5000	2410.1400	737.1000	571.0000	420.7500	-5.0000	154.5000	322.4010	953.0000	133.6450	
934786800000.0000	177.5000	1233.0000	148.9340	150.9180	238.5000	1040.4800	344.0430	61.0000	700.6510	543.8030	557.9990	269.5190	301.2470	331.0000	2269.6300	735.6000	578.0000	425.5000	-5.0000	157.5000	302.7970	949.0000	118.9660	
927270000000.0000	176.7500	1138.5000	140.6060	133.7900	212.5000	855.0190	345.7780	52.0000	718.8490	552.1180	409.9980	223.1890	323.8100	299.5000	2460.8800	695.2000	609.0000	481.0000	-5.0000	335.5000	335.7950	1137.0000	99.0440	
918806400000.0000	180.0000	853.5000	137.4700	121.1680	192.5000	691.4500	331.4610	57.0000	634.3960	564.1260	270.5990	160.3750	298.1980	180.0000	2508.6900	810.0000	603.5000	359.5000	-5.0000	329.0000	370.3440	1044.5000	85.6550	
925974000000.0000	189.5000	1126.0000	149.9150	142.4440	221.0000	828.1700	365.0850	60.0000	615.9130	569.0540	386.6000	206.7060	338.0390	307.5000	2325.2500	769.1000	625.5000	449.0000	-5.0000	320.5000	349.9640	996.0000	91.1000	
940834800000.0000	179.5000	574.5000	137.5690	114.7730	295.5000	809.5830	311.9380	88.0000	149.8550	548.7300	514.5990	228.0890	225.2230	420.0000	2734.0900	600.4000	557.5000	379.5000	-5.0000	145.0000	351.9040	1053.0000	140.5010	
917510400000.0000	185.2500	836.0000	146.7800	108.5460	188.0000	604.2960	367.4710	75.0000	675.9110	580.7550	228.0000	163.9390	292.1000	163.5000	2770.2000	765.1000	601.0000	407.0000	-5.0000	304.5000	382.9610	927.0000	89.2850	
944121600000.0000	176.0000	623.5000	127.2810	121.8530	356.0000	1059.8900	292.1980	76.0000	171.0680	450.5010	612.5990	219.6250	203.8810	413.5000	2660.9100	568.4000	505.0000	354.7500	-5.0000	123.0000	382.1840	1392.0000	147.3560	
933318000000.0000	162.2500	1207.0000	145.4070	134.8950	210.0000	966.9560	327.5570	63.0000	748.4220	561.3550	517.6000	276.2020	308.9710	326.0000	2240.3600	798.5000	593.5000	420.2500	-5.0000	155.0000	322.2070	1075.0000	113.3200	
942825600000.0000	188.2500	636.0000	138.6460	123.3430	334.0000	1031.8100	299.1400	80.0000	157.5330	488.6840	606.9990	226.1290	217.9070	465.0000	2738.0000	549.0000	508.0000	425.7500	-5.0000	124.0000	381.0200	1217.5000	134.9350	
928911600000.0000	186.7500	1123.0000	154.1280	140.2810	215.0000	781.9080	345.3440	54.0000	746.1470	562.2790	386.0000	210.2700	304.7020	277.0000	2469.6600	759.6000	627.0000	394.5000	-5.0000	165.0000	358.6980	1110.0000	108.7230	
932022000000.0000	166.2500	1285.0000	148.8360	146.8190	227.5000	934.3250	343.8260	52.0000	758.6590	599.2300	496.5980	261.5000	306.9380	298.0000	2250.1200	842.4000	636.0000	449.5000	-5.0000	163.5000	347.0520	1141.0000	120.3370	
920448000000.0000	163.0000	857.0000	135.8050	121.5290	195.0000	655.5140	306.7320	75.0000	623.8750	556.1200	264.9990	175.0760	309.1740	174.0000	2425.7500	778.5000	571.0000	474.0000	-5.0000	296.5000	342.9760	1066.0000	84.9290	
924505200000.0000	180.0000	1182.5000	135.1190	138.8380	214.5000	880.6280	360.0960	71.0000	633.5430	505.0040	414.6000	233.4340	352.2680	262.5000	2547.7200	725.1000	574.0000	405.0000	-5.0000	308.0000	333.2710	1019.0000	82.3890	
936255600000.0000	188.5000	1155.0000	147.2690	157.6260	272.5000	925.2380	375.4970	50.0000	684.1590	553.6570	523.0000	273.9740	325.2330	356.5000	2360.3800	713.2000	579.5000	502.5000	-5.0000	153.5000	327.6420	947.0000	136.4680	
939366000000.0000	188.2500	540.0000	136.8830	138.9940	282.5000	897.1500	325.1710	56.0000	172.4900	583.2180	523.9980	243.2350	257.7470	400.0000	2711.6500	664.8000	585.0000	428.5000	-5.0000	152.0000	352.2930	995.5000	129.8550	
916041600000.0000	176.0000	889.0000	150.6980	106.0220	182.5000	582.8170	403.9140	102.0000	607.0980	580.1390	236.5990	167.5020	331.3310	181.5000	2743.8500	790.5000	611.0000	415.5000	-5.0000	307.5000	392.8600	939.5000	84.2040	
919152000000.0000	179.2500	856.5000	136.5880	120.4470	192.0000	653.4490	329.7260	74.0000	643.4950	562.2790	270.9990	168.8390	298.8070	182.5000	2553.5800	815.0000	633.0000	380.5000	-5.0000	323.5000	359.0860	1076.5000	84.0590	
945763200000.0000	180.5000	627.0000	166.8920	127.4420	361.0000	1154.0700	298.9230	67.0000	169.7600	361.5090	708.5980	229.8700	225.8340	434.0000	2441.3700	625.3000	512.7500	440.2500	-5.0000	121.0000	366.4620	1447.0000	138.5650	
942652800000.0000	186.5000	609.0000	130.2200	118.1260	326.0000	910.3680	308.4670	79.0000	166.3480	518.8610	556.9980	213.8340	224.0040	470.0000	2815.0800	575.4000	523.5000	433.5000	-5.0000	134.5000	379.6610	1286.0000	141.7910	
934959600000.0000	175.2500	1238.0000	146.7800	155.3900	239.5000	1021.0700	347.2960	67.0000	669.3710	523.7880	524.9980	265.9550	300.0270	331.0000	2270.6100	724.6000	567.5000	413.2500	-5.0000	165.5000	309.5910	950.0000	120.0140	
931849200000.0000	163.0000	1239.0000	151.3850	147.1920	223.0000	923.9980	344.6930	55.0000	742.7350	606.3130	495.9980	260.6100	308.7680	298.0000	2258.9000	845.4000	633.5000	388.7500	-5.0000	155.5000	333.4650	1098.0000	118.9660	
930553200000.0000	168.5000	1146.0000	149.6210	155.0170	220.5000	857.0840	346.8620	67.0000	733.6370	576.1360	430.0000	223.1890	295.9620	303.5000	2450.1500	769.1000	638.5000	347.5000	-5.0000	144.5000	345.3060	1090.0000	116.1430	
922089600000.0000	163.5000	1003.0000	136.9810	143.8870	217.5000	696.4060	326.6890	79.0000	597.7130	540.7240	273.9980	186.6580	306.9380	195.0000	2615.0500	758.6000	579.0000	418.0000	-5.0000	312.5000	337.7350	1012.0000	81.0830	
941007600000.0000	180.0000	575.0000	130.7090	114.4000	307.0000	844.2790	308.6840	75.0000	154.6890	536.1050	524.5980	209.2000	222.9870	420.0000	2683.3500	605.9000	570.0000	468.5000	-5.0000	141.0000	357.3390	1068.5000	140.7430	
937897200000.0000	184.5000	1089.0000	145.6040	144.9560	279.5000	859.1490	341.2230	77.0000	750.1290	580.1390	479.6000	236.9980	266.4870	405.0000	2488.2000	697.2000	585.0000	345.7500	-5.0000	149.0000	333.8540	935.0000	129.6130	
936601200000.0000	197.0000	1172.0000	151.4830	156.5080	277.4990	957.4560	386.9940	65.0000	733.6370	548.1140	534.9980	271.7460	327.2650	355.5000	2456.9800	731.1000	570.0000	427.2500	-5.0000	147.7500	321.4310	986.0000	137.5160	
942998400000.0000	170.5000	627.0000	139.8220	123.3430	331.5000	1016.1100	276.1460	55.0000	156.6800	482.2180	604.9980	225.8620	193.5130	456.0000	2721.4100	544.0000	515.0000	410.0000	-5.0000	125.0000	372.4790	1267.0000	125.5800	
929084400000.0000	190.7500	1165.0000	151.1880	144.9560	215.0000	880.2150	338.8370	54.0000	738.1860	581.3700	421.9990	211.6060	300.4340	291.5000	2471.6100	767.6000	624.5000	421.7500	-5.0000	164.0000	357.1460	1076.0000	110.3350	
920620800000.0000	165.0000	936.0000	139.1370	126.9380	201.5000	676.9930	313.4560	60.0000	634.6810	572.1330	273.9980	181.7580	309.5810	174.0000	2374.0400	800.0000	581.5000	407.2500	-5.0000	300.0000	335.4060	1074.0000	85.5100	
924678000000.0000	190.0000	1087.0000	140.6060	141.0020	216.0000	824.4530	350.5500	52.0000	611.3630	492.6870	375.6000	229.4260	374.8310	275.0000	2551.6300	711.2000	557.0000	494.5000	-5.0000	305.0000	324.5370	970.0000	81.6630	
927788400000.0000	181.5000	1131.0000	134.4330	132.7080	218.5000	763.3210	332.3290	54.0000	689.8460	551.8100	392.0000	218.7340	320.7610	284.0000	2387.7000	741.6000	574.0000	412.0000	-5.0000	166.5000	323.3720	1036.0000	100.8190	
916214400000.0000	180.7500	883.5000	149.0330	103.8580	182.5000	591.9040	400.4440	-5.0000	591.1750	577.6760	238.5990	154.1380	319.9480	175.0000	2608.2200	779.0000	606.0000	-5.0000	-5.0000	314.0000	386.0660	902.5000	84.9290	
919324800000.0000	174.0000	828.5000	139.3320	120.4470	188.5000	644.3620	327.7740	-5.0000	637.5230	557.9680	262.0000	173.2940	298.1980	184.0000	2537.9700	819.0000	608.5000	-5.0000	-5.0000	326.5000	350.9340	1072.0000	88.3410	
